0
Aaron
Abiron
Abraham
Acte
Actium
Actor
Adam
Amitinum
Amor
Anna
Annius
Anno
Apis
Appiaria
Aprilis
Arche
Arci
Areus
Bora
Brutus
CCC
CCCI
CCCII
CCCIII
CCCV
CCCVI
CCCVII
CCCVIII
CCCX
CCCXI
CCCXII
CCCXVIII
CCCXX
CCCXXI
CCCXXII
CCCXXIII
CCCXXV
CCCXXVII
CCCXXVIII
CCCXXXI
CCCXXXII
CCCXXXV
CCCXXXVI
CCL
CCLXXVI
CCLXXVII
CCLXXVIII
CCLXXX
CCLXXXI
CCLXXXII
CCLXXXIII
CCLXXXV
CCLXXXVI
CCLXXXVII
CCLXXXVIII
Cain
Campus
Canis
Carica
Carna
Cartare
Carus
Cassi
Celer
Celeus
Centenarii
Certis
Christianitas
Christianus
Christus
Cipius
Circa
Cius
Clarus
Clemens
Concordia
Copia
Cora
Corona
Corte
Cos
DCCXXI
DCI
Danihel
Dauid
Decimus
Dion
Discordia
Dominus
Dubis
Ecclesiasticus
Egus
Elius
Enoch
Eua
Festus
Firmus
Flamma
Flauius
Fundi
Furius
Genitor
Gothi
Gothicus
Gothus
Gratia
Gratus
Helius
Her
Herius
Hiericho
Homna
Honor
Horta
III
Iacob
Ianuarius
Ibis
Idus
Iesus
Ilii
Ilios
Ilus
Ios
Isaac
Israhel
Iudaicus
Iura
Jordanes
Julia
Justus
Kal
Kalendae
LXX
Las
Lazarus
Leo
Liber
Libera
Libertas
Liuius
Loth
Lucus
Luna
Magnus
Mandalum
Manes
Marius
Martius
Massa
Maternus
Medicus
Memorius
Metropolitanus
Metus
Modestus
Mors
Moyses
Nepos
Nisa
Nisus
Nocturnus
Noe
Novellus
November
October
Omnipotens
Onus
Opis
Ora
Origo
Pactius
Palatinus
Pales
Pan
Paradisus
Paros
Pastor
Patron
Pecunia
Peiso
Penas
Pentecoste
Perenna
Perses
Pharao
Pietas
Pontius
Porcius
Portius
Posis
Potentia
Primus
Prisca
Probus
Publicius
Quinctius
Quinta
Quintus
Rea
Regia
Rex
Romani
Romanus
Ruber
Sacer
Sacerdos
Sacrata
Sagitta
Salomon
Salus
Saul
Secula
Secundus
Sem
Semus
September
Septimius
Sermo
Sex
Sextius
Sinai
Sinis
Sodoma
Sodomitae
Sol
Speratio
Spes
Stimula
Sunion
Talius
Tanis
Tartareus
Tenii
Terminus
Terra
Tertia
Toletani
Toletanus
Toletum
Tutor
Uaria
Ubii
Uerus
Uinius
Uitia
Urbis
VII
VIII
Veii
Vesta
Victor
Victoria
Vincius
Vindex
Vindicius
Vindius
XII
XIV
XVIII
XXV
XXX
abauia
abauus
abavunculus
abdico
abditum
abdo
abeo
abequito
abhorreo
abhorresco
abicio
abintus
abmatertera
abnego
abneptis
abnuo
abomino
abominor
aborsus
aborto
abrado
abrogo
abscedo
abscido
abscondo
absolute
absolutio
absolutus
absolvo
absorbeo
absque
abstineo
abstraho
absum
abutor
accedo
acceptio
accepto
acceptum
acceptus
accido
accipio
accola
accommodo
accusatio
accusator
accuso
acies
acquiesco
acquiro
acquisitio
actio
actum
actus
acumen
acuo
adamita
adaquo
adcelero
adcresco
addico
addisco
addo
adduco
adeo
adfectus
adfero
adfinitas
adfirmo
adflatus
adfligo
adfluo
adgravo
adgredior
adgrego
adhibeo
adhuc
adicio
adimo
adimpleo
adinventio
adipiscor
aditus
adjunctus
adjungo
adjuratio
adjuto
adjutor
adjutorium
adligatio
adligo
adloquium
adluo
administratio
administratorius
administro
admisceo
admissum
admitto
admixtio
admoneo
admonitio
adnecto
adnepos
adneptis
adnitor
adnotatio
adnoto
adnumeratio
adnuo
adolesco
adoro
adpeto
adque
adscribo
adsensio
adsensus
adsequor
adsertio
adsertor
adsiduus
adsigno
adsisto
adsocio
adsoleo
adsto
adstringo
adsum
adsumo
adsuo
adtendo
adtingo
adtollo
adtraho
adtribuo
adulter
adultera
adulterinus
adulterium
adultero
adumbratus
advena
advenio
adversaria
adversarius
adversitas
adversor
adversus
advivo
advocatus
advoco
aequalis
ager
agger
agito
agnatio
agnitio
agnosco
ago
aiquus
ajo
alacer
alapa
alibi
alicubi
alicum
alieno
alienum
alienus
alioquin
aliquamdiu
aliquando
aliquantulum
aliquatenus
aliqui
aliquis
alito
aliud
alium
alius
altar
altarium
alter
altercor
alteruter
alto
alveus
amaritudo
amarus
amator
ambe
ambigo
ambiguitas
ambiguum
ambio
ambitio
ambo
ambobus
ambulo
ames
amica
amicio
amicitia
amicus
amissio
amita
amitinus
amitto
amodo
amoueo
ample
amplecto
amplector
amplitudo
amputatio
amputo
anathemo
ancilla
ancillo
angaria
angelus
angulus
angustia
anima
animadversio
animal
animo
animus
anniculus
annona
annonarius
annositas
annosus
annus
annuum
antea
antecessor
anteeo
antepono
antequam
anterior
antes
antique
antiqui
antiquitus
antiquo
anulus
anxie
anxo
aperio
apex
apostata
apostatice
apostoli
apostolicus
apostolus
appareo
apparitio
apparo
appello
applico
appono
apprehendo
approbo
approximo
apto
apud
aqua
aratrum
arbitrium
arbitror
arbor
arca
arcanum
arceo
archivum
arcus
ardens
ardeo
ardor
ardue
arduum
arduus
argentarius
argenteus
argentum
argumentatio
argumentum
arguo
aridus
ariolus
arma
armentum
aro
arra
ars
articulus
artifex
artificium
artus
aruspex
arvum
arx
ascendo
ascensio
ascensor
aspectus
aspicio
aspiro
asporto
assero
assummo
astruo
astutia
astutus
atauia
atauus
atque
