0
Achaia
Achilleus
Acilius
Acte
Actium
Actor
Adrianus
Aegyptius
Aegyptus
Aelia
Aelianus
Aelius
Aemilius
Aeneas
Aequi
Africa
Africanus
Agasus
Agricola
Agrippa
Agrippinensis
Ahias
Albanum
Albinus
Albis
Alexander
Alexandria
Alexandrini
Alexandrinus
Alfenus
Algidus
Amitinum
Amor
Andronicus
Andros
Androsthenes
Anna
Annaeus
Annius
Anser
Antaeus
Antigonus
Antiochenses
Antiochus
Antipater
Antistia
Antistius
Antonia
Antoninus
Antonius
Apamenus
Aper
Apis
Apollinaris
Apollonius
Appia
Appianus
Appius
Appulus
Aprilis
Apronianus
Apulensis
Aquila
Aquileja
Aquilia
Aquilianus
Aquilius
Aquitania
Arabia
Arabicus
Arcadius
Arelate
Arellius
Aretho
Arethusa
Areus
Aricia
Aristo
Aristoteles
Aristus
Arrius
Arruntius
Artemo
Articuleianus
Asellus
Asia
Asianus
Asiaticus
Asinianus
Asinius
Asprenas
Assyrius
Atejus
Athenae
Athenagoras
Atilianus
Atilius
Atius
Atrida
Attianus
Atticus
Attius
Aufidius
Augusta
Augustales
Augustanus
Augustus
Auidius
Auiola
Auitus
Aulus
Aurelia
Aurelius
Aventinum
Babylonicum
Babylonicus
Baebius
Baetica
Balbus
Barba
Barcinonensis
Barus
Basilea
Basilia
Bassus
Bellius
Belus
Beneventanus
Berytenses
Berytus
Bestia
Bithynia
Blaesius
Britannicus
Brundisium
Brutus
Burdo
Caecilius
Caecus
Caelius
Caesar
Caesariani
Caesarianus
Caesariensis
Caesius
Calendaris
Calenus
Callimachus
Callinicus
Callippus
Callisto
Callistratus
Callistus
Calpurnius
Calvisiana
Calvisianus
Campani
Campania
Campanus
Campus
Canis
Cantharidae
Capenas
Capitium
Capitolinus
Capitolium
Capitulenses
Cappadocia
Capra
Capua
Carbo
Carbonianus
Carina
Carna
Carpus
Carruca
Carthaginienses
Carthago
Carus
Cascellius
Cassandrenses
Cassianus
Cassiopa
Cassius
Castra
Catilina
Cato
Catonianus
Catullus
Catulus
Celer
Celsus
Centenarii
Cercina
Cerealis
Certis
Charidemus
Choma
Chrysippus
Chrysogonus
Cicero
Cicuta
Cilicia
Cilo
Cinna
Circa
Circenses
Cirtenses
Cistiberis
Citiensis
Ciuilis
Clarus
Claudia
Claudianus
Claudius
Clazomenii
Clemens
Clodianus
Clodius
Clonius
Cluentius
Cnaeus
Cocceius
Coele
Coelius
Coetum
Coitae
Colone
Comata
Commagenus
Concordia
Concordius
Copia
Cora
Coracinus
Corinthii
Corinthius
Cornelia
Cornelianus
Cornelius
Corona
Coruncanius
Cos
Cotta
Crassus
Cratinus
Crinas
Crito
Cupido
Cursor
Cuspius
Cyrenensis
Dacia
Dalmatia
Dama
Damascenus
Daphnis
December
Decidius
Decimius
Decimus
Delphi
Demaratus
Demetrius
Demosthenes
Dia
Didius
Diensis
Diogenes
Dion
Dione
Dionysia
Dionysius
Dios
Diphilus
Discordia
Diua
Dominus
Domitia
Domitianus
Domitius
Draco
Drusus
Dubis
Dyrracheni
Dyrrachium
Egus
Elpides
Emeritenses
Ennius
Epaphroditus
Epeus
Ephesius
Ephesos
Epictetus
Epicurius
Epis
Equitius
Eros
Erucius
Esula
Eudon
Eutychus
Fabianus
Fabius
Falcidius
Fanum
Faustina
Faustinus
Februarius
Felix
Festus
Figlinae
Firmius
Firmus
Flaccus
Flamma
Flauius
Flavianus
Florus
Folia
Formianum
Fornax
Fortuna
Forum
Frontinus
Fronto
Fucinus
Fufidius
Fulcinius
Fulvia
Fundi
Furius
Furnius
Furor
Fusius
Gabinianus
Gabinius
Gabinus
Gades
Gaia
Gaius
Galatia
Galli
Gallia
Gallicanus
Gallina
Gallus
Gargilianus
Gaurus
Gellius
Gemellae
Geminus
Genitor
Germania
Germanus
Gerunda
Glabrio
Gracchanus
Graeci
Graecus
Granius
Gratia
Gratus
Graviscani
Hadrianus
Hasta
Hector
Hedone
Helene
Heliodorus
Helvii
Her
Heraclia
Herennianus
Herennius
Herius
Hermes
Hermippus
Hermodorus
Hermogenes
Hermogenianus
Hiber
Hiberus
Hierapolis
Hierapolitani
Hippocrates
Hippon
Hispania
Hispo
Homericus
Homerus
Honor
Honoratus
Horatius
Horos
Hostilius
Ianuarius
Iauolenus
Ibis
Idus
Ilienses
Insula
Inuus
Ios
Irene
Isidorus
Italia
Italica
Italicensis
Italicus
Iudaicus
Iuliani
Iulianus
Iulius
Iulus
Iunia
Iunianus
Iunius
Iura
Iuuenalis
Judaea
Julia
Justinianus
Justus
Juventius
Kalendae
Kalendaris
Kalendarium
Labeo
Lacedaemonius
Laelius
Laodicia
Larga
Largus
Las
Latina
Latinus
Leaena
Legataria
Legatarius
Lentulus
Leo
Leoninus
Lepidus
Leptis
Leptitani
Liber
Libera
Liberalia
Liberalis
Libertas
Libonianus
Licinianus
Licinius
Ligarius
Linos
Liuianus
Locusta
Lollianus
Longina
Longinus
Longus
Lucia
Lucilius
Lucius
Lucretius
Lucullus
Lucus
Lugdunensis
Lupus
Luscus
Lusitani
Lusitania
Lycia
Macedo
Macedonia
Macedonianus
Macer
Maecilius
Maecius
Maenianum
Maevia
Maevianus
Maevius
Magnus
Maius
Majesta
Mallius
Mamaea
Mancinus
Manes
Manilius
Marcella
Marcellus
Marcianus
Marcius
Marcus
Marianus
Marinus
Maritima
Marius
Mars
Martius
Marullus
Massa
Maternus
Maturus
Mauri
Maurice
Mauricus
Maurus
Maximina
Maximinus
Medicus
Megas
Mela
Melinum
Menander
Menenius
Menianum
Messala
Metrodorus
Metus
Milesius
Minturnae
Minturnenses
Minturnensis
Minutius
Modestinus
Modestus
Mors
Mucianus
Mucius
Mummius
Munatius
Mus
Mustis
Muta
Mysia
Napocensis
Narbonensis
Nasica
Naua
Nepos
Neratius
Nero
Nerva
Nicomedenses
Nicopolis
Nicostratus
Niger
Nigidius
Niloticus
Nilus
Ninnius
Nisus
Nocturnus
Nola
Nonius
Notium
Nouatius
Nouatus
Nouius
Novellus
November
Numa
Numantini
Numeria
Numerius
Numidia
Nymphidius
Oceanus
Octavius
October
